company_id,flight_number,scheduled_departure_date_local,scheduled_departure_station_code,scheduled_arrival_station_code,delay_minutes,difficulty_score,difficulty_quartile,transfer_bags,ssr_count,load_factor,ground_time_ratio
OO,5737,2025-08-13,ORD,OMA,7.0,28.721964544073163,Q3 (Hard),24,13,53.94736842105263,1.3823529411764706
G7,4552,2025-08-03,ORD,DAY,-7.0,11.183114618246623,Q1 (Easy),32,19,88.0,2.5517241379310347
G7,4476,2025-08-07,ORD,CAE,65.0,4.515050957798515,Q1 (Easy),10,20,100.0,3.793103448275862
G7,4482,2025-08-02,ORD,TUL,-1.0,16.387562411939445,Q2 (Moderate),42,15,100.0,1.3793103448275863
OO,5557,2025-08-12,ORD,OKC,16.0,9.171148488744974,Q1 (Easy),30,18,96.05263157894737,2.1470588235294117
UA,2683,2025-08-11,ORD,SAN,-4.0,17.69176986995546,Q2 (Moderate),27,69,100.0,1.8627450980392157
OO,5557,2025-08-13,ORD,OKC,-3.0,12.07323875801186,Q1 (Easy),51,18,100.0,2.1470588235294117
YX,3716,2025-08-13,ORD,CMH,7.0,17.49208738194471,Q2 (Moderate),33,28,100.0,1.3823529411764706
UA,1616,2025-08-04,ORD,GRR,1.0,41.23196285301203,Q4 (Very Hard),89,85,77.09497206703911,1.5714285714285714
YX,3440,2025-08-15,ORD,YYZ,-5.0,9.254255519071046,Q1 (Easy),21,24,92.10526315789474,12.833333333333334
OO,5836,2025-08-10,ORD,TYS,91.0,10.900493051542586,Q1 (Easy),18,17,100.0,1.5517241379310345
OO,5493,2025-08-06,ORD,ATW,-7.0,9.00517859648535,Q1 (Easy),31,18,96.0,3.586206896551724
UA,1775,2025-08-10,ORD,FLL,-1.0,31.348905509849534,Q4 (Very Hard),31,69,99.4413407821229,1.3392857142857142
UA,2653,2025-08-05,ORD,RDU,-6.0,28.031101748609405,Q3 (Hard),49,49,93.85474860335195,1.2321428571428572
G7,4552,2025-08-15,ORD,DAY,5.0,12.937177127323293,Q1 (Easy),16,19,76.0,2.7241379310344827
UA,1599,2025-08-11,ORD,DEN,-1.0,31.647941612576027,Q4 (Very Hard),71,93,100.0,2.0
UA,2666,2025-08-07,ORD,DEN,-4.0,18.440761488549104,Q2 (Moderate),55,40,100.0,7.580645161290323
YX,3536,2025-08-11,ORD,YUL,-5.0,10.719908527910151,Q1 (Easy),33,15,88.1578947368421,17.5
YX,3409,2025-08-07,ORD,YOW,-3.0,20.38735799564427,Q2 (Moderate),32,29,97.36842105263158,1.1904761904761905
UA,763,2025-08-01,ORD,PWM,-3.0,23.361142918084532,Q3 (Hard),31,44,100.0,1.5490196078431373
UA,2195,2025-08-08,ORD,BDL,-5.0,32.75772489620955,Q4 (Very Hard),36,85,85.54216867469879,1.2352941176470589
UA,1989,2025-08-12,ORD,BOS,132.0,30.54666001689339,Q3 (Hard),58,46,87.15083798882681,1.25
OO,5930,2025-08-10,ORD,FAR,5.0,14.801689666300838,Q2 (Moderate),18,23,76.0,3.689655172413793
UA,1793,2025-08-12,ORD,MSP,39.0,17.746024749478945,Q2 (Moderate),13,38,84.0,1.6956521739130435
UA,2677,2025-08-05,ORD,IAD,-4.0,32.29943286077313,Q4 (Very Hard),89,104,97.72727272727273,2.0163934426229506
UA,2487,2025-08-15,ORD,PHL,69.0,47.62628142241434,Q4 (Very Hard),37,55,46.36871508379888,0.05357142857142857
YX,3614,2025-08-09,ORD,MCI,8.0,18.223526073543724,Q2 (Moderate),51,23,88.1578947368421,2.7941176470588234
YX,3708,2025-08-15,ORD,BNA,-4.0,12.824578659338245,Q1 (Easy),14,4,100.0,1.1764705882352942
UA,1657,2025-08-08,ORD,LGA,-5.0,8.606572543750431,Q1 (Easy),17,25,100.60240963855422,16.372549019607842
OO,5915,2025-08-10,ORD,LNK,64.0,15.170481554183784,Q2 (Moderate),17,33,98.0,1.4827586206896552
UA,2427,2025-08-12,ORD,CVG,11.0,24.753670987964707,Q3 (Hard),29,57,68.25396825396825,1.8372093023255813
UA,265,2025-08-15,ORD,YYZ,4.0,31.97749999762601,Q4 (Very Hard),32,88,81.74603174603175,1.3269230769230769
UA,1996,2025-08-08,ORD,SJU,-1.0,25.81905485753197,Q3 (Hard),49,113,100.0,3.0
OO,5229,2025-08-14,ORD,ILM,-6.0,21.199188721602557,Q2 (Moderate),27,16,89.47368421052632,1.1470588235294117
UA,1361,2025-08-13,ORD,STL,7.0,26.53140916703688,Q3 (Hard),71,48,92.85714285714286,1.6046511627906976
UA,1030,2025-08-09,ORD,ABQ,39.0,30.984219216078074,Q3 (Hard),78,43,80.15873015873017,1.813953488372093
OO,5020,2025-08-03,ORD,FOD,-10.0,21.19920313624659,Q2 (Moderate),7,26,50.0,2.0689655172413794
YX,3718,2025-08-10,ORD,MSN,-4.0,18.339163679496412,Q2 (Moderate),50,21,92.10526315789474,1.6153846153846154
OO,5538,2025-08-09,ORD,HSV,-10.0,24.37489563696269,Q3 (Hard),16,21,40.0,3.2413793103448274
UA,1778,2025-08-10,ORD,OMA,11.0,35.770111496459464,Q4 (Very Hard),62,94,93.65079365079364,1.441860465116279
UA,2137,2025-08-07,ORD,SLC,-1.0,20.88312562276417,Q2 (Moderate),44,62,100.0,18.764705882352942
UA,2137,2025-08-13,ORD,SLC,16.0,30.911265532902156,Q3 (Hard),35,62,83.13253012048193,1.3333333333333333
UA,2427,2025-08-05,ORD,CVG,-2.0,20.80958904788586,Q2 (Moderate),50,57,84.92063492063492,1.9534883720930232
UA,1304,2025-08-05,ORD,LAS,15.0,35.034685911986855,Q4 (Very Hard),48,73,100.0,0.32142857142857145
OO,5250,2025-08-15,ORD,BNA,-1.0,10.30384114910959,Q1 (Easy),30,14,92.10526315789474,1.911764705882353
UA,2666,2025-08-10,ORD,DEN,-4.0,16.7344905908247,Q2 (Moderate),22,40,95.0,8.306451612903226
OO,5568,2025-08-02,ORD,MLI,-7.0,15.006512157272672,Q2 (Moderate),51,28,90.0,2.4827586206896552
OO,5849,2025-08-09,ORD,PWM,-2.0,9.711642901261893,Q1 (Easy),27,9,92.10526315789474,3.4411764705882355
UA,763,2025-08-12,ORD,PWM,-2.0,21.719417250649524,Q3 (Hard),40,44,92.7710843373494,4.098039215686274
YX,3465,2025-08-05,ORD,GSP,16.0,15.12243875098279,Q2 (Moderate),56,25,97.36842105263158,1.8823529411764706
UA,476,2025-08-07,ORD,CVG,-2.0,27.933323038811714,Q3 (Hard),46,59,84.0,1.434782608695652
UA,2254,2025-08-08,ORD,PDX,-7.0,26.04752105856293,Q3 (Hard),59,71,98.0,8.629032258064516
UA,2427,2025-08-15,ORD,CVG,29.0,34.30179809134596,Q4 (Very Hard),35,57,51.587301587301596,1.6511627906976745
UA,1491,2025-08-03,ORD,DFW,0.0,20.62176859610057,Q2 (Moderate),30,102,99.33333333333333,3.4565217391304346
YX,3628,2025-08-04,ORD,IND,1.0,12.24556162097884,Q1 (Easy),31,20,96.05263157894737,1.7352941176470589
UA,2369,2025-08-08,ORD,AUS,-6.0,30.16584075746764,Q3 (Hard),50,63,92.7710843373494,1.392156862745098
OO,5577,2025-08-11,ORD,JAX,-1.0,11.465903205924496,Q1 (Easy),30,20,90.78947368421053,18.970588235294116
UA,422,2025-08-03,ORD,ATH,37.0,58.066574463415044,Q4 (Very Hard),132,143,90.25157232704403,1.1935483870967742
UA,1041,2025-08-05,ORD,GRR,-5.0,28.926558365590953,Q3 (Hard),63,38,88.09523809523809,1.3255813953488371
UA,1044,2025-08-15,ORD,LAX,64.0,29.752519050014982,Q3 (Hard),79,74,94.01709401709401,14.909090909090908
UA,944,2025-08-08,ORD,FRA,-4.0,65.79917553259887,Q4 (Very Hard),185,131,92.45283018867924,1.1935483870967742
UA,1485,2025-08-15,ORD,SEA,0.0,31.716276156093453,Q4 (Very Hard),69,78,100.0,1.3214285714285714
G7,4491,2025-08-01,ORD,CAE,0.0,8.053970913854572,Q1 (Easy),23,20,94.0,2.7586206896551726
G7,4173,2025-08-06,ORD,AVL,-6.0,7.95814931207569,Q1 (Easy),19,10,88.0,3.8620689655172415
UA,2008,2025-08-13,ORD,MCO,3.0,25.418972834925846,Q3 (Hard),48,74,98.19277108433735,19.647058823529413
OO,5538,2025-08-13,ORD,HSV,0.0,16.643254453346344,Q2 (Moderate),24,21,68.0,2.6206896551724137
UA,2424,2025-08-03,ORD,RDU,0.0,24.091599625860905,Q3 (Hard),72,42,100.0,1.4285714285714286
OO,5140,2025-08-01,ORD,CMX,114.0,12.278839928318883,Q1 (Easy),29,20,96.0,1.896551724137931
G7,4425,2025-08-11,ORD,GRR,26.0,6.524053822654892,Q1 (Easy),23,18,100.0,4.827586206896552
UA,1830,2025-08-07,ORD,DSM,18.0,33.7660004802381,Q4 (Very Hard),74,70,100.0,1.2608695652173914
G7,4468,2025-08-04,ORD,LEX,12.0,12.117187138474373,Q1 (Easy),32,14,86.0,2.3793103448275863
UA,1811,2025-08-10,ORD,MSP,40.0,43.05097717790599,Q4 (Very Hard),89,151,99.3975903614458,1.35
G7,4518,2025-08-08,ORD,STL,-2.0,21.98989564448484,Q3 (Hard),65,31,96.0,1.5172413793103448
OO,5469,2025-08-02,ORD,CVG,-1.0,7.123280435847263,Q1 (Easy),32,15,100.0,2.1025641025641026
YX,3468,2025-08-13,ORD,BGR,-5.0,19.95820806283102,Q2 (Moderate),48,23,97.14285714285714,1.3823529411764706
OO,4748,2025-08-08,ORD,ATW,165.0,29.135817379971424,Q3 (Hard),21,20,74.0,0.0
UA,2323,2025-08-06,ORD,MCO,-7.0,23.422319007270794,Q3 (Hard),42,55,99.5,12.419354838709678
OO,5819,2025-08-01,ORD,DLH,-7.0,12.542863739659527,Q1 (Easy),20,25,90.0,1.896551724137931
UA,2040,2025-08-04,ORD,DEN,-1.0,20.87170375996887,Q2 (Moderate),50,53,97.20670391061452,1.6964285714285714
UA,1599,2025-08-15,ORD,DEN,-1.0,27.542014524562152,Q3 (Hard),52,93,99.72375690607734,8.666666666666666
UA,2370,2025-08-14,ORD,BOS,-5.0,29.51410246187643,Q3 (Hard),59,81,100.0,1.4642857142857142
UA,1495,2025-08-09,ORD,TVC,45.0,55.68187352124795,Q4 (Very Hard),42,68,37.43016759776536,0.8571428571428571
UA,2684,2025-08-13,ORD,FCA,-3.0,36.8534790312936,Q4 (Very Hard),97,70,94.97206703910615,1.3392857142857142
OO,5470,2025-08-01,ORD,GEG,-3.0,16.257967943064795,Q2 (Moderate),31,23,97.36842105263158,1.4411764705882353
UA,1776,2025-08-13,ORD,PHL,99.0,29.44147968191389,Q3 (Hard),43,41,100.0,0.29411764705882354
UA,1577,2025-08-12,ORD,SFO,-4.0,22.19568000778963,Q3 (Hard),37,88,100.0,1.8636363636363635
OO,5946,2025-08-14,ORD,RAP,6.0,15.925694648437943,Q2 (Moderate),40,23,82.85714285714286,2.9705882352941178
G7,4482,2025-08-07,ORD,TUL,-4.0,15.237454145724197,Q2 (Moderate),19,15,86.0,1.5517241379310345
UA,600,2025-08-11,ORD,LAS,-4.0,34.733629604206875,Q4 (Very Hard),52,60,62.01117318435754,1.5357142857142858
UA,2040,2025-08-01,ORD,DEN,0.0,31.916096821944677,Q4 (Very Hard),77,53,91.06145251396647,1.375
YX,3433,2025-08-10,ORD,CVG,-1.0,17.0886269217518,Q2 (Moderate),50,26,84.21052631578947,3.3529411764705883
OO,5652,2025-08-13,ORD,GEG,43.0,12.488789075097722,Q1 (Easy),33,33,94.73684210526315,2.088235294117647
OO,5446,2025-08-04,ORD,CLE,3.0,9.410715125657902,Q1 (Easy),11,20,100.0,1.6470588235294117
UA,534,2025-08-06,ORD,EWR,158.0,39.834204912888204,Q4 (Very Hard),16,108,65.5,1.2258064516129032
UA,2106,2025-08-13,ORD,SFO,8.0,34.50448330070347,Q4 (Very Hard),28,56,64.5,1.2096774193548387
UA,2323,2025-08-07,ORD,MCO,-2.0,27.154358283459914,Q3 (Hard),56,55,96.5,11.564516129032258
YX,3614,2025-08-03,ORD,MCI,8.0,11.723501209618627,Q1 (Easy),44,23,100.0,4.529411764705882
OO,5383,2025-08-13,ORD,TVC,8.0,13.847380341438859,Q2 (Moderate),27,13,100.0,1.3793103448275863
UA,2039,2025-08-01,ORD,MCO,18.0,37.15924152870226,Q4 (Very Hard),53,94,100.0,1.1935483870967742
UA,312,2025-08-04,ORD,CHS,0.0,23.859356973414975,Q3 (Hard),43,34,98.66666666666667,1.5217391304347827
UA,1933,2025-08-01,ORD,LAS,-3.0,28.641441043676412,Q3 (Hard),93,40,100.0,1.375
OO,5118,2025-08-14,ORD,PLN,-7.0,15.195301810861059,Q2 (Moderate),16,43,84.0,1.9655172413793103
UA,288,2025-08-08,ORD,SNN,68.0,28.722686854805907,Q3 (Hard),110,64,98.29545454545455,1.9672131147540983
OO,5395,2025-08-05,ORD,GSO,-1.0,25.065332032124648,Q3 (Hard),26,36,85.71428571428571,1.1470588235294117
OO,4748,2025-08-05,ORD,ATW,-7.0,15.3469533789873,Q2 (Moderate),20,20,76.0,4.275862068965517
OO,5124,2025-08-02,ORD,EAU,7.0,21.03052043859921,Q2 (Moderate),8,19,50.0,2.103448275862069
UA,1933,2025-08-12,ORD,LAS,21.0,21.06633906854656,Q2 (Moderate),33,40,70.94972067039106,9.428571428571429
UA,293,2025-08-05,ORD,LGA,-11.0,25.128989915840744,Q3 (Hard),22,42,95.78313253012048,1.1176470588235294
UA,1834,2025-08-07,ORD,TPA,10.0,20.1823746007635,Q2 (Moderate),21,97,92.16867469879519,19.647058823529413
UA,970,2025-08-02,ORD,FCO,-7.0,36.30492925239508,Q4 (Very Hard),109,59,78.9308176100629,5.71
UA,1657,2025-08-09,ORD,LGA,-10.0,9.413366087474845,Q1 (Easy),29,25,100.0,14.767441860465116
OO,5275,2025-08-01,ORD,DLH,-4.0,11.886545590022045,Q1 (Easy),29,27,90.0,3.413793103448276
YX,3520,2025-08-13,ORD,BDL,-7.0,9.608356516285367,Q1 (Easy),27,13,92.10526315789474,13.371428571428572
UA,563,2025-08-05,ORD,EWR,-8.0,16.87712420216348,Q2 (Moderate),28,49,93.0,6.451612903225806
UA,1803,2025-08-09,ORD,DEN,13.0,39.84280500314993,Q4 (Very Hard),64,64,100.0,0.4107142857142857
UA,980,2025-08-09,ORD,DUB,12.0,35.20483469058447,Q4 (Very Hard),140,47,95.88477366255144,2.5
OO,4789,2025-08-09,ORD,FAR,73.0,15.181149393568186,Q2 (Moderate),38,33,85.52631578947368,7.852941176470588
OO,4645,2025-08-13,ORD,FWA,-5.0,11.10436474587665,Q1 (Easy),34,23,92.0,3.0344827586206895
UA,714,2025-08-01,ORD,MDT,18.0,29.51185153810938,Q3 (Hard),54,95,78.66666666666666,26.462962962962962
UA,2333,2025-08-03,ORD,BWI,2.0,32.4936440594099,Q4 (Very Hard),49,78,100.0,1.125
YX,3601,2025-08-03,ORD,YYZ,-2.0,16.268189236600055,Q2 (Moderate),22,23,100.0,1.2380952380952381
UA,1859,2025-08-03,ORD,SNA,-1.0,13.499357163395878,Q1 (Easy),20,50,99.20634920634922,3.883720930232558
UA,224,2025-08-13,ORD,BZN,14.0,44.14803821504658,Q4 (Very Hard),76,68,89.7590361445783,0.45098039215686275
UA,2278,2025-08-15,ORD,SEA,0.0,47.078233871091825,Q4 (Very Hard),88,164,97.0,1.2903225806451613
UA,1658,2025-08-02,ORD,EWR,-2.0,12.000951949844536,Q1 (Easy),19,37,96.64804469273743,7.232142857142857
OO,5344,2025-08-15,ORD,MBS,9.0,13.848655517716372,Q2 (Moderate),28,42,90.0,3.6551724137931036
UA,1564,2025-08-03,ORD,MSP,53.0,30.88013475822371,Q3 (Hard),72,58,100.0,1.0924369747899159
G7,4416,2025-08-14,ORD,STL,-3.0,9.615044241505414,Q1 (Easy),29,29,98.0,10.89655172413793
OO,5448,2025-08-03,ORD,FWA,-1.0,10.483202035939257,Q1 (Easy),42,26,98.0,4.551724137931035
YX,3694,2025-08-09,ORD,OMA,16.0,20.95278863273219,Q2 (Moderate),49,26,100.0,1.3823529411764706
G7,4502,2025-08-13,ORD,LEX,-4.0,10.133975549913266,Q1 (Easy),44,12,100.0,1.896551724137931
G7,4390,2025-08-08,ORD,CHA,-9.0,7.554668866398511,Q1 (Easy),14,16,96.0,1.8620689655172413
UA,2387,2025-08-07,ORD,MCO,114.0,30.082772095065835,Q3 (Hard),14,21,81.56424581005587,1.2580645161290323
YX,3707,2025-08-09,ORD,IND,6.0,26.092698488944325,Q3 (Hard),32,17,60.526315789473685,1.5128205128205128
YX,3604,2025-08-02,ORD,CMH,34.0,26.078740248723225,Q3 (Hard),56,24,88.1578947368421,1.2564102564102564
YX,3542,2025-08-11,ORD,YUL,-7.0,14.61247887692,Q2 (Moderate),26,20,96.05263157894737,1.619047619047619
OO,5444,2025-08-15,ORD,LIT,-2.0,17.209128407484535,Q2 (Moderate),19,7,82.0,1.3793103448275863
UA,2090,2025-08-02,ORD,MIA,1.0,24.09465639322329,Q3 (Hard),22,41,99.3975903614458,1.0701754385964912
YX,3571,2025-08-08,ORD,IND,-4.0,15.782834987342465,Q2 (Moderate),40,27,94.28571428571428,1.7647058823529411
UA,2059,2025-08-06,ORD,PDX,133.0,31.953130016932185,Q4 (Very Hard),65,72,93.29608938547486,1.5178571428571428
UA,1989,2025-08-01,ORD,BOS,1.0,23.832276542899926,Q3 (Hard),34,46,100.0,1.25
UA,2011,2025-08-14,ORD,YVR,-5.0,33.66374595148425,Q4 (Very Hard),52,87,98.0,1.0333333333333334
OO,4780,2025-08-14,ORD,CAK,-7.0,9.029434401248022,Q1 (Easy),21,20,90.0,94.17241379310344
UA,1933,2025-08-04,ORD,LAS,-4.0,23.877187450164776,Q3 (Hard),51,40,100.0,1.3035714285714286
UA,2202,2025-08-12,ORD,IAH,73.0,30.9031776717699,Q3 (Hard),34,55,99.4413407821229,0.16071428571428573
UA,2232,2025-08-08,ORD,MSP,-8.0,33.3915965392286,Q4 (Very Hard),53,20,75.30120481927712,1.0784313725490196
UA,1741,2025-08-09,ORD,JAC,-7.0,18.933262594475448,Q2 (Moderate),55,47,98.4126984126984,2.13953488372093
